amount,balance,cancelYn,date,storeId,transactionId
64707,458,N,2022-09-09,6717131,cc47167a-c24-4589-9548-000000031844
16739,376,Y,2022-10-10,5460431,cc57167a-c25-4589-9548-000000031845
82347,284,N,2022-11-11,2033931,cc67167a-c26-4589-9548-000000031846
71161,694,Y,2022-12-12,595361,cc77167a-c27-4589-9548-000000031847
85161,637,Y,2022-01-13,5603431,cc87167a-c28-4589-9548-000000031848
76496,934,N,2022-02-14,6717131,cc97167a-c29-4589-9548-000000031849
21808,750,Y,2022-03-15,5460431,cc07167a-c20-4589-9548-000000031850
34005,643,Y,2022-04-16,2033931,cc17167a-c21-4589-9548-000000031851
47524,764,Y,2022-05-17,595361,cc27167a-c22-4589-9548-000000031852
44206,509,N,2022-06-18,5603431,cc37167a-c23-4589-9548-000000031853
19708,567,N,2022-07-19,6717131,cc47167a-c24-4589-9548-000000031854
84585,257,Y,2022-08-20,5460431,cc57167a-c25-4589-9548-000000031855
27670,635,Y,2022-09-21,2033931,cc67167a-c26-4589-9548-000000031856
66058,710,Y,2022-10-22,595361,cc77167a-c27-4589-9548-000000031857
60341,390,Y,2022-11-23,5603431,cc87167a-c28-4589-9548-000000031858
26671,621,N,2022-12-24,6717131,cc97167a-c29-4589-9548-000000031859
26006,921,Y,2022-01-25,5460431,cc07167a-c20-4589-9548-000000031860
34166,862,Y,2022-02-26,2033931,cc17167a-c21-4589-9548-000000031861
12531,562,Y,2022-03-27,595361,cc27167a-c22-4589-9548-000000031862
25498,27,N,2022-04-28,5603431,cc37167a-c23-4589-9548-000000031863
82915,22,Y,2022-05-01,6717131,cc47167a-c24-4589-9548-000000031864
54975,805,Y,2022-06-02,5460431,cc57167a-c25-4589-9548-000000031865
53346,93,N,2022-07-03,2033931,cc67167a-c26-4589-9548-000000031866
79917,963,Y,2022-08-04,595361,cc77167a-c27-4589-9548-000000031867
16088,772,Y,2022-09-05,5603431,cc87167a-c28-4589-9548-000000031868
11751,782,N,2022-10-06,6717131,cc97167a-c29-4589-9548-000000031869
60885,696,Y,2022-11-07,5460431,cc07167a-c20-4589-9548-000000031870
14965,120,N,2022-12-08,2033931,cc17167a-c21-4589-9548-000000031871
53224,568,N,2022-01-09,595361,cc27167a-c22-4589-9548-000000031872
77610,609,Y,2022-02-10,5603431,cc37167a-c23-4589-9548-000000031873
90809,732,Y,2022-03-11,6717131,cc47167a-c24-4589-9548-000000031874
92748,122,Y,2022-04-12,5460431,cc57167a-c25-4589-9548-000000031875
91240,416,Y,2022-05-13,2033931,cc67167a-c26-4589-9548-000000031876
69698,654,Y,2022-06-14,595361,cc77167a-c27-4589-9548-000000031877
92958,707,Y,2022-07-15,5603431,cc87167a-c28-4589-9548-000000031878
37942,983,Y,2022-08-16,6717131,cc97167a-c29-4589-9548-000000031879
25128,31,Y,2022-09-17,5460431,cc07167a-c20-4589-9548-000000031880
13558,801,Y,2022-10-18,2033931,cc17167a-c21-4589-9548-000000031881
32302,619,Y,2022-11-19,595361,cc27167a-c22-4589-9548-000000031882
52555,755,N,2022-12-20,5603431,cc37167a-c23-4589-9548-000000031883
35022,587,N,2022-01-21,6717131,cc47167a-c24-4589-9548-000000031884
91672,914,Y,2022-02-22,5460431,cc57167a-c25-4589-9548-000000031885
54746,278,Y,2022-03-23,2033931,cc67167a-c26-4589-9548-000000031886
24211,561,N,2022-04-24,595361,cc77167a-c27-4589-9548-000000031887
68200,649,N,2022-05-25,5603431,cc87167a-c28-4589-9548-000000031888
34113,536,N,2022-06-26,6717131,cc97167a-c29-4589-9548-000000031889
1948,77,Y,2022-07-27,5460431,cc07167a-c20-4589-9548-000000031890
4454,810,N,2022-08-28,2033931,cc17167a-c21-4589-9548-000000031891
15091,318,Y,2022-09-01,595361,cc27167a-c22-4589-9548-000000031892
26960,744,Y,2022-10-02,5603431,cc37167a-c23-4589-9548-000000031893
6350,339,Y,2022-11-03,6717131,cc47167a-c24-4589-9548-000000031894
55786,651,N,2022-12-04,5460431,cc57167a-c25-4589-9548-000000031895
59494,443,Y,2022-01-05,2033931,cc67167a-c26-4589-9548-000000031896
32855,847,N,2022-02-06,595361,cc77167a-c27-4589-9548-000000031897
47836,780,Y,2022-03-07,5603431,cc87167a-c28-4589-9548-000000031898
49530,405,Y,2022-04-08,6717131,cc97167a-c29-4589-9548-000000031899
5972,76,N,2022-05-09,5460431,cc07167a-c20-4589-9548-000000031900
15043,428,Y,2022-06-10,2033931,cc17167a-c21-4589-9548-000000031901
8689,157,Y,2022-07-11,595361,cc27167a-c22-4589-9548-000000031902
75778,431,N,2022-08-12,5603431,cc37167a-c23-4589-9548-000000031903
89393,367,N,2022-09-13,6717131,cc47167a-c24-4589-9548-000000031904
73921,188,Y,2022-10-14,5460431,cc57167a-c25-4589-9548-000000031905
79645,590,N,2022-11-15,2033931,cc67167a-c26-4589-9548-000000031906
12243,784,Y,2022-12-16,595361,cc77167a-c27-4589-9548-000000031907
9595,113,Y,2022-01-17,5603431,cc87167a-c28-4589-9548-000000031908
80421,101,N,2022-02-18,6717131,cc97167a-c29-4589-9548-000000031909
15618,813,Y,2022-03-19,5460431,cc07167a-c20-4589-9548-000000031910
77399,10,Y,2022-04-20,2033931,cc17167a-c21-4589-9548-000000031911
74756,219,Y,2022-05-21,595361,cc27167a-c22-4589-9548-000000031912
13303,392,N,2022-06-22,5603431,cc37167a-c23-4589-9548-000000031913
65336,942,N,2022-07-23,6717131,cc47167a-c24-4589-9548-000000031914
20426,279,Y,2022-08-24,5460431,cc57167a-c25-4589-9548-000000031915
84130,914,Y,2022-09-25,2033931,cc67167a-c26-4589-9548-000000031916
77928,554,Y,2022-10-26,595361,cc77167a-c27-4589-9548-000000031917
73676,473,N,2022-11-27,5603431,cc87167a-c28-4589-9548-000000031918
67751,955,Y,2022-12-28,6717131,cc97167a-c29-4589-9548-000000031919
35732,252,Y,2022-01-01,5460431,cc07167a-c20-4589-9548-000000031920
52283,732,Y,2022-02-02,2033931,cc17167a-c21-4589-9548-000000031921
55927,731,N,2022-03-03,595361,cc27167a-c22-4589-9548-000000031922
11413,819,N,2022-04-04,5603431,cc37167a-c23-4589-9548-000000031923
24430,526,N,2022-05-05,6717131,cc47167a-c24-4589-9548-000000031924
45981,710,N,2022-06-06,5460431,cc57167a-c25-4589-9548-000000031925
6083,53,N,2022-07-07,2033931,cc67167a-c26-4589-9548-000000031926
68114,517,Y,2022-08-08,595361,cc77167a-c27-4589-9548-000000031927
69216,669,N,2022-09-09,5603431,cc87167a-c28-4589-9548-000000031928
60613,745,Y,2022-10-10,6717131,cc97167a-c29-4589-9548-000000031929
21935,713,Y,2022-11-11,5460431,cc07167a-c20-4589-9548-000000031930
77296,356,N,2022-12-12,2033931,cc17167a-c21-4589-9548-000000031931
15248,156,N,2022-01-13,595361,cc27167a-c22-4589-9548-000000031932
55402,885,N,2022-02-14,5603431,cc37167a-c23-4589-9548-000000031933
4725,228,Y,2022-03-15,6717131,cc47167a-c24-4589-9548-000000031934
75154,286,Y,2022-04-16,5460431,cc57167a-c25-4589-9548-000000031935
21745,141,Y,2022-05-17,2033931,cc67167a-c26-4589-9548-000000031936
26631,118,Y,2022-06-18,595361,cc77167a-c27-4589-9548-000000031937
4421,570,N,2022-07-19,5603431,cc87167a-c28-4589-9548-000000031938
49932,754,N,2022-08-20,6717131,cc97167a-c29-4589-9548-000000031939
76675,2,Y,2022-09-21,5460431,cc07167a-c20-4589-9548-000000031940
49069,933,Y,2022-10-22,2033931,cc17167a-c21-4589-9548-000000031941
14731,718,N,2022-11-23,595361,cc27167a-c22-4589-9548-000000031942
7280,821,N,2022-12-24,5603431,cc37167a-c23-4589-9548-000000031943
81380,633,N,2022-01-25,6717131,cc47167a-c24-4589-9548-000000031944
17306,986,Y,2022-02-26,5460431,cc57167a-c25-4589-9548-000000031945
44594,630,N,2022-03-27,2033931,cc67167a-c26-4589-9548-000000031946
92801,827,N,2022-04-28,595361,cc77167a-c27-4589-9548-000000031947
41441,274,Y,2022-05-01,5603431,cc87167a-c28-4589-9548-000000031948
69237,469,N,2022-06-02,6717131,cc97167a-c29-4589-9548-000000031949
36210,537,Y,2022-07-03,5460431,cc07167a-c20-4589-9548-000000031950
77147,772,N,2022-08-04,2033931,cc17167a-c21-4589-9548-000000031951
43816,664,N,2022-09-05,595361,cc27167a-c22-4589-9548-000000031952
32833,193,N,2022-10-06,5603431,cc37167a-c23-4589-9548-000000031953
46072,495,N,2022-11-07,6717131,cc47167a-c24-4589-9548-000000031954
16669,812,Y,2022-12-08,5460431,cc57167a-c25-4589-9548-000000031955
95647,220,Y,2022-01-09,2033931,cc67167a-c26-4589-9548-000000031956
29541,304,Y,2022-02-10,595361,cc77167a-c27-4589-9548-000000031957
83294,208,Y,2022-03-11,5603431,cc87167a-c28-4589-9548-000000031958
91561,306,Y,2022-04-12,6717131,cc97167a-c29-4589-9548-000000031959
39633,34,Y,2022-05-13,5460431,cc07167a-c20-4589-9548-000000031960
43619,29,Y,2022-06-14,2033931,cc17167a-c21-4589-9548-000000031961
23909,574,N,2022-07-15,595361,cc27167a-c22-4589-9548-000000031962
90204,145,Y,2022-08-16,5603431,cc37167a-c23-4589-9548-000000031963
74222,219,Y,2022-09-17,6717131,cc47167a-c24-4589-9548-000000031964
31654,167,Y,2022-10-18,5460431,cc57167a-c25-4589-9548-000000031965
68605,811,Y,2022-11-19,2033931,cc67167a-c26-4589-9548-000000031966
58768,564,Y,2022-12-20,595361,cc77167a-c27-4589-9548-000000031967
50676,50,Y,2022-01-21,5603431,cc87167a-c28-4589-9548-000000031968
35526,16,N,2022-02-22,6717131,cc97167a-c29-4589-9548-000000031969
1452,916,N,2022-03-23,5460431,cc07167a-c20-4589-9548-000000031970
85651,239,N,2022-04-24,2033931,cc17167a-c21-4589-9548-000000031971
94098,425,Y,2022-05-25,595361,cc27167a-c22-4589-9548-000000031972
40931,382,Y,2022-06-26,5603431,cc37167a-c23-4589-9548-000000031973
25301,945,N,2022-07-27,6717131,cc47167a-c24-4589-9548-000000031974
65643,93,Y,2022-08-28,5460431,cc57167a-c25-4589-9548-000000031975
50287,437,N,2022-09-01,2033931,cc67167a-c26-4589-9548-000000031976
69615,590,Y,2022-10-02,595361,cc77167a-c27-4589-9548-000000031977
47929,988,N,2022-11-03,5603431,cc87167a-c28-4589-9548-000000031978
44168,591,Y,2022-12-04,6717131,cc97167a-c29-4589-9548-000000031979
39688,763,Y,2022-01-05,5460431,cc07167a-c20-4589-9548-000000031980
47543,236,Y,2022-02-06,2033931,cc17167a-c21-4589-9548-000000031981
56343,548,Y,2022-03-07,595361,cc27167a-c22-4589-9548-000000031982
54812,469,N,2022-04-08,5603431,cc37167a-c23-4589-9548-000000031983
5401,356,N,2022-05-09,6717131,cc47167a-c24-4589-9548-000000031984
19117,356,N,2022-06-10,5460431,cc57167a-c25-4589-9548-000000031985
69275,497,Y,2022-07-11,2033931,cc67167a-c26-4589-9548-000000031986
16600,598,N,2022-08-12,595361,cc77167a-c27-4589-9548-000000031987
50167,919,N,2022-09-13,5603431,cc87167a-c28-4589-9548-000000031988
69132,743,N,2022-10-14,6717131,cc97167a-c29-4589-9548-000000031989
47030,929,N,2022-11-15,5460431,cc07167a-c20-4589-9548-000000031990
19007,901,N,2022-12-16,2033931,cc17167a-c21-4589-9548-000000031991
28527,150,N,2022-01-17,595361,cc27167a-c22-4589-9548-000000031992
62585,465,Y,2022-02-18,5603431,cc37167a-c23-4589-9548-000000031993
98613,382,N,2022-03-19,6717131,cc47167a-c24-4589-9548-000000031994
15379,639,N,2022-04-20,5460431,cc57167a-c25-4589-9548-000000031995
49956,316,N,2022-05-21,2033931,cc67167a-c26-4589-9548-000000031996
17821,258,N,2022-06-22,595361,cc77167a-c27-4589-9548-000000031997
88218,874,N,2022-07-23,5603431,cc87167a-c28-4589-9548-000000031998
36262,735,N,2022-08-24,6717131,cc97167a-c29-4589-9548-000000031999
29805,353,Y,2022-09-25,5460431,cc07167a-c20-4589-9548-000000032000
78874,262,N,2022-10-26,2033931,cc17167a-c21-4589-9548-000000032001
34765,501,N,2022-11-27,595361,cc27167a-c22-4589-9548-000000032002
59964,305,Y,2022-12-28,5603431,cc37167a-c23-4589-9548-000000032003
96701,875,N,2022-01-01,6717131,cc47167a-c24-4589-9548-000000032004
49096,131,Y,2022-02-02,5460431,cc57167a-c25-4589-9548-000000032005
83744,526,Y,2022-03-03,2033931,cc67167a-c26-4589-9548-000000032006
50263,102,Y,2022-04-04,595361,cc77167a-c27-4589-9548-000000032007
81784,952,Y,2022-05-05,5603431,cc87167a-c28-4589-9548-000000032008
29904,826,N,2022-06-06,6717131,cc97167a-c29-4589-9548-000000032009
25432,223,N,2022-07-07,5460431,cc07167a-c20-4589-9548-000000032010
80984,771,N,2022-08-08,2033931,cc17167a-c21-4589-9548-000000032011
55085,269,N,2022-09-09,595361,cc27167a-c22-4589-9548-000000032012
2996,180,Y,2022-10-10,5603431,cc37167a-c23-4589-9548-000000032013
51579,638,N,2022-11-11,6717131,cc47167a-c24-4589-9548-000000032014
90711,763,Y,2022-12-12,5460431,cc57167a-c25-4589-9548-000000032015
98920,693,Y,2022-01-13,2033931,cc67167a-c26-4589-9548-000000032016
16886,577,Y,2022-02-14,595361,cc77167a-c27-4589-9548-000000032017
64539,559,N,2022-03-15,5603431,cc87167a-c28-4589-9548-000000032018
59510,442,N,2022-04-16,6717131,cc97167a-c29-4589-9548-000000032019
49678,259,N,2022-05-17,5460431,cc07167a-c20-4589-9548-000000032020
392,697,Y,2022-06-18,2033931,cc17167a-c21-4589-9548-000000032021
25865,803,N,2022-07-19,595361,cc27167a-c22-4589-9548-000000032022
7602,314,N,2022-08-20,5603431,cc37167a-c23-4589-9548-000000032023
47397,160,Y,2022-09-21,6717131,cc47167a-c24-4589-9548-000000032024
48321,722,Y,2022-10-22,5460431,cc57167a-c25-4589-9548-000000032025
81289,808,N,2022-11-23,2033931,cc67167a-c26-4589-9548-000000032026
28299,840,N,2022-12-24,595361,cc77167a-c27-4589-9548-000000032027
38914,627,Y,2022-01-25,5603431,cc87167a-c28-4589-9548-000000032028
83716,311,N,2022-02-26,6717131,cc97167a-c29-4589-9548-000000032029
29053,334,Y,2022-03-27,5460431,cc07167a-c20-4589-9548-000000032030
82038,943,Y,2022-04-28,2033931,cc17167a-c21-4589-9548-000000032031
64692,769,Y,2022-05-01,595361,cc27167a-c22-4589-9548-000000032032
2893,242,Y,2022-06-02,5603431,cc37167a-c23-4589-9548-000000032033
96019,203,N,2022-07-03,6717131,cc47167a-c24-4589-9548-000000032034
23457,660,Y,2022-08-04,5460431,cc57167a-c25-4589-9548-000000032035
42283,574,Y,2022-09-05,2033931,cc67167a-c26-4589-9548-000000032036
91892,855,Y,2022-10-06,595361,cc77167a-c27-4589-9548-000000032037
14538,928,Y,2022-11-07,5603431,cc87167a-c28-4589-9548-000000032038
22977,768,N,2022-12-08,6717131,cc97167a-c29-4589-9548-000000032039
4139,538,N,2022-01-09,5460431,cc07167a-c20-4589-9548-000000032040
93226,151,N,2022-02-10,2033931,cc17167a-c21-4589-9548-000000032041
18503,158,N,2022-03-11,595361,cc27167a-c22-4589-9548-000000032042
85163,541,N,2022-04-12,5603431,cc37167a-c23-4589-9548-000000032043
31573,849,Y,2022-05-13,6717131,cc47167a-c24-4589-9548-000000032044
24884,587,N,2022-06-14,5460431,cc57167a-c25-4589-9548-000000032045
21710,931,N,2022-07-15,2033931,cc67167a-c26-4589-9548-000000032046
9969,415,Y,2022-08-16,595361,cc77167a-c27-4589-9548-000000032047
97648,988,Y,2022-09-17,5603431,cc87167a-c28-4589-9548-000000032048
64093,766,Y,2022-10-18,6717131,cc97167a-c29-4589-9548-000000032049
63679,786,Y,2022-11-19,5460431,cc07167a-c20-4589-9548-000000032050
70286,899,N,2022-12-20,2033931,cc17167a-c21-4589-9548-000000032051
71620,422,Y,2022-01-21,595361,cc27167a-c22-4589-9548-000000032052
969,931,Y,2022-02-22,5603431,cc37167a-c23-4589-9548-000000032053
62464,748,N,2022-03-23,6717131,cc47167a-c24-4589-9548-000000032054
60857,311,Y,2022-04-24,5460431,cc57167a-c25-4589-9548-000000032055
35882,945,Y,2022-05-25,2033931,cc67167a-c26-4589-9548-000000032056
17524,104,N,2022-06-26,595361,cc77167a-c27-4589-9548-000000032057
89392,567,N,2022-07-27,5603431,cc87167a-c28-4589-9548-000000032058
92674,923,Y,2022-08-28,6717131,cc97167a-c29-4589-9548-000000032059
51010,610,Y,2022-09-01,5460431,cc07167a-c20-4589-9548-000000032060
35349,451,Y,2022-10-02,2033931,cc17167a-c21-4589-9548-000000032061
66134,432,N,2022-11-03,595361,cc27167a-c22-4589-9548-000000032062
57218,737,Y,2022-12-04,5603431,cc37167a-c23-4589-9548-000000032063
40722,989,N,2022-01-05,6717131,cc47167a-c24-4589-9548-000000032064
12648,550,N,2022-02-06,5460431,cc57167a-c25-4589-9548-000000032065
39076,466,Y,2022-03-07,2033931,cc67167a-c26-4589-9548-000000032066
95555,864,Y,2022-04-08,595361,cc77167a-c27-4589-9548-000000032067
96133,469,Y,2022-05-09,5603431,cc87167a-c28-4589-9548-000000032068
48159,327,Y,2022-06-10,6717131,cc97167a-c29-4589-9548-000000032069
1611,981,Y,2022-07-11,5460431,cc07167a-c20-4589-9548-000000032070
17568,430,N,2022-08-12,2033931,cc17167a-c21-4589-9548-000000032071
89786,572,N,2022-09-13,595361,cc27167a-c22-4589-9548-000000032072
7164,925,N,2022-10-14,5603431,cc37167a-c23-4589-9548-000000032073
48440,647,Y,2022-11-15,6717131,cc47167a-c24-4589-9548-000000032074
36512,147,N,2022-12-16,5460431,cc57167a-c25-4589-9548-000000032075
25552,176,N,2022-01-17,2033931,cc67167a-c26-4589-9548-000000032076
17143,241,N,2022-02-18,595361,cc77167a-c27-4589-9548-000000032077
45047,601,N,2022-03-19,5603431,cc87167a-c28-4589-9548-000000032078
41540,866,N,2022-04-20,6717131,cc97167a-c29-4589-9548-000000032079
36151,961,Y,2022-05-21,5460431,cc07167a-c20-4589-9548-000000032080
97388,721,Y,2022-06-22,2033931,cc17167a-c21-4589-9548-000000032081
3114,439,N,2022-07-23,595361,cc27167a-c22-4589-9548-000000032082
6679,808,Y,2022-08-24,5603431,cc37167a-c23-4589-9548-000000032083
4972,877,N,2022-09-25,6717131,cc47167a-c24-4589-9548-000000032084
83056,859,N,2022-10-26,5460431,cc57167a-c25-4589-9548-000000032085
2674,517,N,2022-11-27,2033931,cc67167a-c26-4589-9548-000000032086
66334,638,Y,2022-12-28,595361,cc77167a-c27-4589-9548-000000032087
62017,79,N,2022-01-01,5603431,cc87167a-c28-4589-9548-000000032088
5771,207,Y,2022-02-02,6717131,cc97167a-c29-4589-9548-000000032089
41360,188,N,2022-03-03,5460431,cc07167a-c20-4589-9548-000000032090
54443,759,Y,2022-04-04,2033931,cc17167a-c21-4589-9548-000000032091
97556,543,N,2022-05-05,595361,cc27167a-c22-4589-9548-000000032092
40727,67,N,2022-06-06,5603431,cc37167a-c23-4589-9548-000000032093
75956,392,Y,2022-07-07,6717131,cc47167a-c24-4589-9548-000000032094
63969,831,Y,2022-08-08,5460431,cc57167a-c25-4589-9548-000000032095
17003,936,N,2022-09-09,2033931,cc67167a-c26-4589-9548-000000032096
83777,100,N,2022-10-10,595361,cc77167a-c27-4589-9548-000000032097
85603,645,N,2022-11-11,5603431,cc87167a-c28-4589-9548-000000032098
22763,929,N,2022-12-12,6717131,cc97167a-c29-4589-9548-000000032099
44968,8,N,2022-01-13,5460431,cc07167a-c20-4589-9548-000000032100
79817,272,N,2022-02-14,2033931,cc17167a-c21-4589-9548-000000032101
93450,242,Y,2022-03-15,595361,cc27167a-c22-4589-9548-000000032102
45365,264,N,2022-04-16,5603431,cc37167a-c23-4589-9548-000000032103
30015,316,N,2022-05-17,6717131,cc47167a-c24-4589-9548-000000032104
48150,581,Y,2022-06-18,5460431,cc57167a-c25-4589-9548-000000032105
48507,68,N,2022-07-19,2033931,cc67167a-c26-4589-9548-000000032106
52295,772,N,2022-08-20,595361,cc77167a-c27-4589-9548-000000032107
51371,540,N,2022-09-21,5603431,cc87167a-c28-4589-9548-000000032108
90744,263,N,2022-10-22,6717131,cc97167a-c29-4589-9548-000000032109
93481,884,Y,2022-11-23,5460431,cc07167a-c20-4589-9548-000000032110
16302,691,N,2022-12-24,2033931,cc17167a-c21-4589-9548-000000032111
74715,550,N,2022-01-25,595361,cc27167a-c22-4589-9548-000000032112
47553,665,N,2022-02-26,5603431,cc37167a-c23-4589-9548-000000032113
74898,194,N,2022-03-27,6717131,cc47167a-c24-4589-9548-000000032114
42630,571,Y,2022-04-28,5460431,cc57167a-c25-4589-9548-000000032115
35634,304,Y,2022-05-01,2033931,cc67167a-c26-4589-9548-000000032116
16437,729,Y,2022-06-02,595361,cc77167a-c27-4589-9548-000000032117
34842,231,N,2022-07-03,5603431,cc87167a-c28-4589-9548-000000032118
96257,274,N,2022-08-04,6717131,cc97167a-c29-4589-9548-000000032119
10615,800,N,2022-09-05,5460431,cc07167a-c20-4589-9548-000000032120
9482,569,Y,2022-10-06,2033931,cc17167a-c21-4589-9548-000000032121
24348,138,N,2022-11-07,595361,cc27167a-c22-4589-9548-000000032122
45278,295,Y,2022-12-08,5603431,cc37167a-c23-4589-9548-000000032123
70003,738,Y,2022-01-09,6717131,cc47167a-c24-4589-9548-000000032124
29685,116,N,2022-02-10,5460431,cc57167a-c25-4589-9548-000000032125
62260,77,N,2022-03-11,2033931,cc67167a-c26-4589-9548-000000032126
3177,790,N,2022-04-12,595361,cc77167a-c27-4589-9548-000000032127
43695,869,N,2022-05-13,5603431,cc87167a-c28-4589-9548-000000032128
66708,814,Y,2022-06-14,6717131,cc97167a-c29-4589-9548-000000032129
48020,66,Y,2022-07-15,5460431,cc07167a-c20-4589-9548-000000032130
20686,213,N,2022-08-16,2033931,cc17167a-c21-4589-9548-000000032131
92952,480,Y,2022-09-17,595361,cc27167a-c22-4589-9548-000000032132
76922,414,N,2022-10-18,5603431,cc37167a-c23-4589-9548-000000032133
50404,440,Y,2022-11-19,6717131,cc47167a-c24-4589-9548-000000032134
93065,471,Y,2022-12-20,5460431,cc57167a-c25-4589-9548-000000032135
50786,877,N,2022-01-21,2033931,cc67167a-c26-4589-9548-000000032136
50203,766,Y,2022-02-22,595361,cc77167a-c27-4589-9548-000000032137
79310,366,Y,2022-03-23,5603431,cc87167a-c28-4589-9548-000000032138
68835,758,Y,2022-04-24,6717131,cc97167a-c29-4589-9548-000000032139
76770,303,N,2022-05-25,5460431,cc07167a-c20-4589-9548-000000032140
47755,492,Y,2022-06-26,2033931,cc17167a-c21-4589-9548-000000032141
54722,60,N,2022-07-27,595361,cc27167a-c22-4589-9548-000000032142
67468,128,N,2022-08-28,5603431,cc37167a-c23-4589-9548-000000032143
25698,660,N,2022-09-01,6717131,cc47167a-c24-4589-9548-000000032144
95145,665,N,2022-10-02,5460431,cc57167a-c25-4589-9548-000000032145
17596,376,N,2022-11-03,2033931,cc67167a-c26-4589-9548-000000032146
20168,731,N,2022-12-04,595361,cc77167a-c27-4589-9548-000000032147
45503,983,N,2022-01-05,5603431,cc87167a-c28-4589-9548-000000032148
7519,866,Y,2022-02-06,6717131,cc97167a-c29-4589-9548-000000032149
55228,994,N,2022-03-07,5460431,cc07167a-c20-4589-9548-000000032150
62935,715,N,2022-04-08,2033931,cc17167a-c21-4589-9548-000000032151
84879,494,Y,2022-05-09,595361,cc27167a-c22-4589-9548-000000032152
7724,938,N,2022-06-10,5603431,cc37167a-c23-4589-9548-000000032153
81558,230,N,2022-07-11,6717131,cc47167a-c24-4589-9548-000000032154
31545,926,N,2022-08-12,5460431,cc57167a-c25-4589-9548-000000032155
93252,134,Y,2022-09-13,2033931,cc67167a-c26-4589-9548-000000032156
70714,88,Y,2022-10-14,595361,cc77167a-c27-4589-9548-000000032157
10548,359,N,2022-11-15,5603431,cc87167a-c28-4589-9548-000000032158
52915,589,Y,2022-12-16,6717131,cc97167a-c29-4589-9548-000000032159
54594,552,N,2022-01-17,5460431,cc07167a-c20-4589-9548-000000032160
95147,173,Y,2022-02-18,2033931,cc17167a-c21-4589-9548-000000032161
30161,11,Y,2022-03-19,595361,cc27167a-c22-4589-9548-000000032162
50452,963,Y,2022-04-20,5603431,cc37167a-c23-4589-9548-000000032163
662,726,Y,2022-05-21,6717131,cc47167a-c24-4589-9548-000000032164
70007,266,Y,2022-06-22,5460431,cc57167a-c25-4589-9548-000000032165
82213,86,Y,2022-07-23,2033931,cc67167a-c26-4589-9548-000000032166
21827,315,N,2022-08-24,595361,cc77167a-c27-4589-9548-000000032167
58496,152,Y,2022-09-25,5603431,cc87167a-c28-4589-9548-000000032168
30645,141,Y,2022-10-26,6717131,cc97167a-c29-4589-9548-000000032169
53901,451,N,2022-11-27,5460431,cc07167a-c20-4589-9548-000000032170
67564,974,N,2022-12-28,2033931,cc17167a-c21-4589-9548-000000032171
44473,783,N,2022-01-01,595361,cc27167a-c22-4589-9548-000000032172
43080,905,Y,2022-02-02,5603431,cc37167a-c23-4589-9548-000000032173
58803,221,N,2022-03-03,6717131,cc47167a-c24-4589-9548-000000032174
6142,248,N,2022-04-04,5460431,cc57167a-c25-4589-9548-000000032175
71858,298,Y,2022-05-05,2033931,cc67167a-c26-4589-9548-000000032176
31924,670,Y,2022-06-06,595361,cc77167a-c27-4589-9548-000000032177
44244,426,Y,2022-07-07,5603431,cc87167a-c28-4589-9548-000000032178
92595,485,N,2022-08-08,6717131,cc97167a-c29-4589-9548-000000032179
58958,552,N,2022-09-09,5460431,cc07167a-c20-4589-9548-000000032180
84296,750,Y,2022-10-10,2033931,cc17167a-c21-4589-9548-000000032181
56496,551,Y,2022-11-11,595361,cc27167a-c22-4589-9548-000000032182
43376,572,Y,2022-12-12,5603431,cc37167a-c23-4589-9548-000000032183
60215,571,N,2022-01-13,6717131,cc47167a-c24-4589-9548-000000032184
5688,135,N,2022-02-14,5460431,cc57167a-c25-4589-9548-000000032185
87035,76,N,2022-03-15,2033931,cc67167a-c26-4589-9548-000000032186
59788,43,N,2022-04-16,595361,cc77167a-c27-4589-9548-000000032187
4330,358,Y,2022-05-17,5603431,cc87167a-c28-4589-9548-000000032188
71547,779,Y,2022-06-18,6717131,cc97167a-c29-4589-9548-000000032189
52816,661,N,2022-07-19,5460431,cc07167a-c20-4589-9548-000000032190
32317,802,N,2022-08-20,2033931,cc17167a-c21-4589-9548-000000032191
82884,775,Y,2022-09-21,595361,cc27167a-c22-4589-9548-000000032192
99795,335,N,2022-10-22,5603431,cc37167a-c23-4589-9548-000000032193
20876,542,N,2022-11-23,6717131,cc47167a-c24-4589-9548-000000032194
61548,221,Y,2022-12-24,5460431,cc57167a-c25-4589-9548-000000032195
15863,73,Y,2022-01-25,2033931,cc67167a-c26-4589-9548-000000032196
47621,353,Y,2022-02-26,595361,cc77167a-c27-4589-9548-000000032197
70321,353,Y,2022-03-27,5603431,cc87167a-c28-4589-9548-000000032198
16059,2,N,2022-04-28,6717131,cc97167a-c29-4589-9548-000000032199
48855,440,Y,2022-05-01,5460431,cc07167a-c20-4589-9548-000000032200
28660,186,N,2022-06-02,2033931,cc17167a-c21-4589-9548-000000032201
52458,419,N,2022-07-03,595361,cc27167a-c22-4589-9548-000000032202
76388,839,Y,2022-08-04,5603431,cc37167a-c23-4589-9548-000000032203
79891,197,Y,2022-09-05,6717131,cc47167a-c24-4589-9548-000000032204
69147,219,Y,2022-10-06,5460431,cc57167a-c25-4589-9548-000000032205
82766,917,Y,2022-11-07,2033931,cc67167a-c26-4589-9548-000000032206
60522,932,N,2022-12-08,595361,cc77167a-c27-4589-9548-000000032207
